Brand,model,Age,kmDriven,Transmission,Owner,FuelType,AskPrice,km_per_year,post_year,post_month
Volkswagen,Polo,6,50000,Manual,first,Petrol,395000,8333,2026,11
Hyundai,Elantra,8,85000,Automatic,first,Petrol,960000,10625,2026,11
Jaguar,Xj,9,80250,Automatic,second,Petrol,2150000,8917,2026,11
Tata,Nexon,5,36788,Automatic,second,Petrol,780000,7358,2026,11
Hyundai,Grand I10,7,79000,Manual,second,Diesel,280000,11286,2026,11
Maruti Suzuki,Ciaz,9,79000,Manual,first,Diesel,600000,8778,2026,11
Skoda,Superb,6,62000,Automatic,first,Diesel,1850000,10333,2026,8
Maruti Suzuki,Swift,5,53000,Manual,first,Petrol,500000,10600,2026,11
Volkswagen,Jetta,10,89000,Automatic,first,Diesel,750000,8900,2026,11
Toyota,Innova Crysta,6,79000,Automatic,first,Diesel,1725000,13167,2026,11
Audi,A4,4,38000,Automatic,first,Petrol,2422500,9500,2026,11
Toyota,Innova Crysta,3,43000,Automatic,first,Diesel,2100000,14333,2026,9
Honda,City Zx,4,49000,Automatic,second,Petrol,1255000,12250,2026,11
Kia,Seltos,4,52000,Automatic,first,Petrol,1225000,13000,2026,11
Mahindra,Xuv 300,2,44000,Manual,first,Diesel,810000,22000,2026,11
Mercedes-Benz,M-Class,12,168500,Automatic,second,Diesel,1299000,14583,2026,11
Maruti Suzuki,800,18,26500,Manual,second,Petrol,125000,1472,2026,10
Mahindra,Scorpio,6,67000,Manual,first,Diesel,1230000,11167,2026,11
Hyundai,I20,9,54500,Manual,second,Diesel,490000,6056,2026,11
Maruti Suzuki,Swift-Dzire,14,121000,Manual,first,Diesel,385000,8643,2026,11
Hyundai,Venue,5,68216,Manual,second,Petrol,650000,13643,2026,11
Nissan,Terrano,9,78000,Manual,first,Diesel,275000,8667,2026,11
Maruti Suzuki,Swift,10,72000,Manual,second,Petrol,390000,7200,2026,11
Ford,Figo,14,48000,Manual,second,Petrol,140000,3429,2026,11
Renault,Kwid,8,77000,Automatic,second,Petrol,195000,9625,2026,11
Toyota,Fortuner,6,158000,Automatic,first,Diesel,2422500,26333,2026,11
Tata,Safari,2,42000,Manual,first,Diesel,1770000,21000,2026,11
Hyundai,I10,14,78000,Manual,second,Petrol,265000,5571,2026,11
Volkswagen,Ameo,6,68533,Manual,first,Petrol,515600,11422,2026,11
Toyota,Fortuner,9,160000,Automatic,second,Diesel,1250000,17778,2026,11
Renault,Duster,6,83000,Automatic,second,Diesel,950000,13833,2026,11
Tata,Indigo Ecs,10,168500,Manual,second,Diesel,220000,19056,2026,11
Tata,Zest,6,150000,Manual,second,Diesel,410000,25000,2026,10
Skoda,Superb,7,138000,Automatic,second,Diesel,1900000,19714,2026,11
Toyota,Etios Liva,9,168500,Manual,first,Diesel,500000,27750,2026,11
Maruti Suzuki,Swift-Dzire,9,59200,Manual,second,Petrol,445000,6578,2026,10
Volkswagen,Taigun,2,55000,Automatic,second,Petrol,1425000,27500,2026,11
Honda,City,9,53370,Automatic,first,Petrol,621000,5930,2026,11
Ford,Endeavour,6,90000,Automatic,second,Diesel,2350000,15000,2026,11
Skoda,Octavia,8,92000,Automatic,second,Petrol,800000,11500,2026,11
Kia,Sonet,3,61000,Automatic,second,Petrol,795000,20333,2026,11
Audi,A3,9,42000,Automatic,second,Diesel,1050000,4667,2026,11
Tata,Nano,9,23000,Automatic,second,Petrol,275000,2556,2026,11
Maruti Suzuki,Wagon-R,15,150000,Manual,second,Petrol,150000,10000,2026,11
Toyota,Innova Crysta,5,65000,Automatic,first,Diesel,2422500,13000,2026,11
Maruti Suzuki,Wagon-R-1-0,8,77000,Automatic,second,Petrol,350000,9625,2026,11
Maruti Suzuki,Swift-Dzire,14,100000,Manual,second,Diesel,160000,7143,2026,11
Maruti Suzuki,Swift,6,80000,Automatic,second,Diesel,650000,13333,2026,11
Ford,Ecosport,6,168500,Manual,first,Diesel,875000,27750,2026,11
Skoda,Kodiaq,6,92000,Automatic,second,Diesel,2422500,15333,2026,11
Audi,A6,3,22000,Automatic,first,Petrol,2422500,7333,2026,11
Maruti Suzuki,Ciaz,10,86265,Manual,second,Diesel,390000,8626,2026,11
Mahindra,Xuv500,10,168500,Manual,second,Diesel,385000,17000,2026,11
Maruti Suzuki,Celerio,8,42114,Automatic,first,Petrol,395000,5264,2026,11
Hyundai,Grand I10 Nios,3,51000,Manual,first,Petrol,650000,17000,2026,10
MG,Hector,3,48000,Automatic,second,Petrol,1375000,16000,2026,11
Hyundai,I20,1,13000,Automatic,first,Petrol,975000,13000,2026,11
Maruti Suzuki,Swift,7,57000,Manual,second,Petrol,399500,8143,2026,11
Maruti Suzuki,Alto-K10,13,67000,Manual,second,Petrol,155000,5154,2026,11
Porsche,718,6,15000,Automatic,second,Petrol,2422500,2500,2026,11
Ford,Ecosport,7,123000,Manual,first,Diesel,675000,17571,2026,11
Maruti Suzuki,Eeco,2,40000,Manual,second,Petrol,525000,20000,2026,10
Mini,Cooper Convertible,5,24000,Automatic,first,Petrol,2422500,4800,2026,11
Mahindra,Bolero,14,90000,Manual,second,Diesel,160000,6429,2026,11
Skoda,Slavia,2,72000,Manual,first,Petrol,1189000,27750,2026,11
Mahindra,Scorpio,4,72586,Manual,first,Diesel,1440000,18146,2026,10
Toyota,Innova,11,168500,Manual,second,Diesel,610000,18182,2026,11
Maruti Suzuki,Baleno,5,46000,Automatic,first,Petrol,649000,9200,2026,11
Mercedes-Benz,C-Class,6,65000,Automatic,second,Diesel,2422500,10833,2026,11
Skoda,Superb,10,92000,Automatic,second,Petrol,460000,9200,2026,11
Hyundai,New I20,9,62000,Manual,second,Petrol,360000,6889,2026,11
Land Rover,Discovery Sport,8,76000,Automatic,second,Diesel,2060000,9500,2026,11
Mahindra,Xuv500,7,114000,Manual,second,Diesel,659000,16286,2026,11
Maruti Suzuki,Wagon-R,3,21000,Manual,first,Petrol,565000,7000,2026,11
Mercedes-Benz,Gla,0,4700,Automatic,first,Petrol,2422500,4700,2026,11
Maruti Suzuki,Swift,4,63110,Automatic,first,Petrol,595000,15778,2026,11
Maruti Suzuki,Wagon R,13,168500,Manual,first,Petrol,270000,27750,2026,6
Toyota,Fortuner,2,168500,Automatic,first,Diesel,2422500,27750,2026,11
Maruti Suzuki,Swift,6,60000,Automatic,second,Petrol,513000,10000,2026,11
Maruti Suzuki,Swift,7,120000,Manual,first,Petrol,490000,17143,2026,11
Toyota,Fortuner,5,64000,Automatic,first,Diesel,2422500,12800,2026,11
Honda,Amaze,7,75600,Manual,first,Petrol,490000,10800,2026,11
Tata,Safari,3,54000,Automatic,first,Diesel,1495000,18000,2026,11
Maruti Suzuki,S-Cross,7,75000,Manual,first,Diesel,595000,10714,2026,11
Maruti Suzuki,Ertiga,8,92000,Manual,first,Petrol,695000,11500,2026,10
Maruti Suzuki,Baleno,6,34184,Automatic,second,Petrol,725000,5697,2026,9
Tata,Nexon,5,66800,Manual,second,Petrol,650000,13360,2026,11
Toyota,Fortuner,7,83000,Automatic,first,Diesel,2422500,11857,2026,11
Maruti Suzuki,800,19,7,Manual,second,Petrol,40000,0,2026,11
Renault,Duster,8,80000,Automatic,second,Diesel,425000,10000,2026,11
Hyundai,Creta,5,78000,Manual,second,Diesel,815000,15600,2026,10
Chevrolet,Beat,14,77000,Manual,second,Petrol,199000,5500,2026,11
BMW,X3,5,63000,Automatic,first,Diesel,2422500,12600,2026,11
Mahindra,Xuv500,10,74000,Manual,second,Diesel,560000,7400,2026,11
Hyundai,Verna,7,47000,Automatic,first,Diesel,895000,6714,2026,11
BMW,3 Series Gt,9,61000,Automatic,second,Diesel,1500000,6778,2026,11
Mahindra,Xuv500,11,75000,Manual,first,Diesel,410000,6818,2026,11
Nissan,Magnite,1,30000,Manual,first,Petrol,560000,27750,2026,11
Maruti Suzuki,Wagon-R,6,19300,Manual,first,Petrol,461000,3217,2026,11
Mahindra,Thar,4,65000,Automatic,first,Petrol,1310000,16250,2026,11
Tata,Altroz,3,62000,Manual,first,Petrol,511000,20667,2026,10
Maruti Suzuki,Baleno,1,13000,Automatic,first,Petrol,925000,13000,2026,11
Mercedes-Benz,Cla,7,36250,Automatic,second,Petrol,1650000,5179,2026,11
Maruti Suzuki,Ertiga,7,100000,Manual,second,Diesel,725000,14286,2026,11
Maruti Suzuki,Wagon-R,11,66000,Manual,first,Petrol,310000,6000,2026,10
BMW,X1,5,98000,Automatic,first,Diesel,1825000,19600,2026,11
Renault,Duster,8,61500,Automatic,first,Diesel,685000,7688,2026,11
Jeep,Compass,6,168500,Automatic,first,Petrol,1095000,27750,2026,11
Mercedes-Benz,Gl-Class,11,92000,Automatic,second,Diesel,2390000,8364,2026,11
Renault,Kwid,7,65563,Automatic,second,Petrol,325000,9366,2026,11
Tata,Harrier,2,17800,Automatic,first,Diesel,1999999,8900,2026,11
Hyundai,Creta,6,82500,Automatic,first,Diesel,795000,13750,2026,11
Hyundai,I10,12,56874,Automatic,second,Petrol,270000,4740,2026,11
Hyundai,Xcent,9,27,Manual,second,Diesel,199999,3,2026,11
Nissan,Terrano,10,50000,Manual,first,Diesel,575000,5000,2026,11
BMW,X3,8,120000,Automatic,first,Diesel,1899999,15000,2026,11
Hyundai,I10,7,78000,Manual,second,Diesel,350000,11143,2026,11
Ford,Ecosport,9,80000,Manual,second,Diesel,540000,8889,2026,10
Hyundai,Grand I10,8,114399,Manual,second,Diesel,485000,14300,2026,8
Maruti Suzuki,A-Star,11,78000,Automatic,second,Petrol,295000,7091,2026,11
Kia,Seltos,4,30000,Automatic,first,Diesel,1499000,7500,2026,11
Toyota,Vellfire,3,42000,Automatic,first,Petrol,2422500,14000,2026,11
Honda,City,7,18110,Automatic,second,Petrol,575000,2587,2026,11
Nissan,Micra,7,86000,Automatic,second,Petrol,170000,12286,2026,11
Renault,Kwid,7,70000,Automatic,first,Petrol,350000,10000,2026,11
Honda,City,9,81000,Manual,first,Diesel,540000,9000,2026,10
Tata,Tiago,4,44118,Manual,first,Petrol,470000,11030,2026,11
Maruti Suzuki,Celerio,8,45000,Automatic,second,Petrol,320000,5625,2026,11
Maruti Suzuki,Baleno,6,69000,Manual,first,Petrol,485000,11500,2026,11
Maruti Suzuki,Baleno,7,51000,Manual,first,Petrol,485000,7286,2026,11
Volkswagen,Polo,6,131000,Automatic,second,Petrol,685000,21833,2026,9
Maruti Suzuki,Wagon-R,9,55049,Manual,first,Petrol,317000,6117,2026,10
Toyota,Fortuner,6,69000,Automatic,first,Diesel,2422500,11500,2026,11
Mercedes-Benz,S-Class,10,80000,Automatic,second,Diesel,2422500,8000,2026,11
Tata,Tiago,7,73555,Manual,second,Petrol,295555,10508,2026,11
Hyundai,Creta,3,60000,Manual,second,Diesel,1240000,20000,2026,11
Honda,City,15,88000,Manual,second,Petrol,269999,5867,2026,11
Toyota,Innova,14,71000,Manual,second,Diesel,775000,5071,2026,11
Maruti Suzuki,Alto-K10,11,70000,Automatic,first,Petrol,180000,6364,2026,11
Maruti Suzuki,Ritz,12,86239,Manual,second,Petrol,240000,7187,2026,10
Honda,Amaze,5,52000,Manual,first,Petrol,645000,10400,2026,11
Maruti Suzuki,Zen Estilo,11,168500,Manual,first,Petrol,175000,27750,2026,11
Maruti Suzuki,Wagon-R,5,65000,Automatic,first,Petrol,450000,13000,2026,11
Hyundai,Verna,4,55000,Automatic,second,Petrol,890000,13750,2026,11
Hyundai,Santro Xing,13,75000,Manual,first,Petrol,130000,5769,2026,11
Maruti Suzuki,Swift-Dzire,5,50000,Manual,first,Petrol,465000,10000,2026,11
Maruti Suzuki,Omni,13,106000,Manual,second,Petrol,99999,8154,2026,11
Honda,Brio,12,168500,Manual,first,Petrol,325000,27750,2026,11
Mini,Cooper Clubman,7,22000,Automatic,second,Petrol,2422500,3143,2026,11
Audi,Q3,8,47000,Automatic,second,Diesel,1499000,5875,2026,11
Maruti Suzuki,Ertiga,1,52895,Manual,first,Petrol,1130000,27750,2026,10
Skoda,Kushaq,2,30000,Automatic,first,Petrol,1450000,15000,2026,11
Maruti Suzuki,S-Cross,6,70013,Manual,first,Diesel,675000,11669,2026,10
Maruti Suzuki,Baleno,0,9000,Manual,first,Petrol,18500,9000,2026,11
Volkswagen,Beetle,14,34000,Automatic,second,Petrol,1449000,2429,2026,11
Ford,Endeavour,7,87000,Automatic,second,Diesel,1600000,12429,2026,11
Kia,Seltos,4,46000,Manual,first,Petrol,1070000,11500,2026,11
Maruti Suzuki,Alto,18,65789,Manual,first,Petrol,69999,3655,2026,11
Mahindra,Thar,9,168500,Manual,second,Diesel,670000,27750,2026,11
BMW,3 Series Gt,9,61000,Automatic,second,Diesel,1500000,6778,2026,11
Toyota,Fortuner,11,105000,Automatic,second,Diesel,1690000,9545,2026,11
Mercedes-Benz,Glc,4,47000,Automatic,first,Diesel,2422500,11750,2026,11
Volkswagen,Polo,4,45000,Manual,first,Petrol,685000,11250,2026,10
Mercedes-Benz,E-Class,9,69000,Automatic,second,Diesel,1575000,7667,2026,11
Tata,Nexon,2,44000,Automatic,first,Petrol,810000,22000,2026,11
Hyundai,Grand I10,7,31000,Manual,second,Petrol,475000,4429,2026,11
Tata,Nexon,6,14000,Manual,second,Petrol,750000,2333,2026,11
Mercedes-Benz,E-Class,13,133000,Automatic,second,Diesel,1500000,10231,2026,11
Maruti Suzuki,Swift-Dzire,13,68000,Manual,first,Petrol,184000,5231,2026,11
BMW,3 Series Gran Limousine,9,61000,Automatic,second,Diesel,1500000,6778,2026,11
Honda,City,9,72500,Automatic,second,Petrol,450000,8056,2026,11
Kia,Seltos,3,97000,Manual,first,Petrol,1250000,27750,2026,11
Renault,Kwid,7,168500,Manual,second,Petrol,150000,27750,2026,11
Toyota,Fortuner,11,119000,Automatic,first,Diesel,1449000,10818,2026,11
Maruti Suzuki,Eeco,10,98000,Manual,second,Petrol,260000,9800,2026,11
Honda,City,10,65000,Manual,first,Petrol,499999,6500,2026,11
Mercedes-Benz,Gle Class,7,59000,Automatic,second,Petrol,2422500,8429,2026,11
Maruti Suzuki,Vitara-Brezza,7,120000,Manual,first,Diesel,630000,17143,2026,11
Mercedes-Benz,Gl-Class,11,92203,Automatic,second,Diesel,2422500,8382,2026,11
Maruti Suzuki,Wagon-R,8,65000,Manual,second,Petrol,310000,8125,2026,11
BMW,6 Series,5,168500,Automatic,first,Petrol,2422500,27750,2026,11
Hyundai,Verna,5,145000,Manual,first,Diesel,845000,27750,2026,11
Mercedes-Benz,E-Class,14,85000,Automatic,second,Petrol,599000,6071,2026,11
Maruti Suzuki,Swift,5,50000,Automatic,second,Petrol,521111,10000,2026,11
BMW,X1,3,35061,Automatic,first,Diesel,2422500,11687,2026,10
Tata,Hexa,7,89000,Automatic,second,Diesel,949000,12714,2026,11
Toyota,Fortuner,6,75000,Manual,second,Diesel,2422500,12500,2026,11
Mercedes-Benz,A-Class Limousine,1,3000,Automatic,first,Diesel,2422500,3000,2026,10
Maruti Suzuki,Brezza,6,59000,Manual,second,Diesel,825000,9833,2026,11
Maruti Suzuki,Swift-Dzire,12,97000,Manual,second,Diesel,395000,8083,2026,11
Audi,A6,9,108000,Automatic,second,Diesel,1580000,12000,2026,11
Mahindra,Xuv700,2,28581,Automatic,first,Petrol,2422500,14290,2026,11
Toyota,Fortuner,11,168500,Automatic,first,Diesel,1295000,15364,2026,11
Mahindra,Xuv500,6,89000,Automatic,second,Diesel,1294000,14833,2026,11
Hyundai,Creta,3,62000,Manual,second,Diesel,1390000,20667,2026,11
Volkswagen,Vento,9,168500,Automatic,first,Petrol,453000,27750,2026,11
Toyota,Etios Cross,9,60000,Manual,first,Petrol,510000,6667,2026,11
Tata,Safari,3,54000,Automatic,first,Diesel,1495000,18000,2026,11
Maruti Suzuki,Swift,18,72000,Manual,second,Petrol,250000,4000,2026,11
Honda,Amaze,10,53000,Automatic,first,Petrol,375000,5300,2026,11
Jaguar,Xe,6,75000,Automatic,first,Diesel,1950000,12500,2026,11
Hyundai,Santro,15,70000,Manual,second,Petrol,99000,4667,2026,11
MG,Astor,0,36000,Automatic,first,Petrol,1550000,27750,2026,11
Nissan,Sunny,12,77695,Manual,second,Diesel,265000,6475,2026,11
Hyundai,Grand I10,7,47827,Automatic,second,Petrol,475000,6832,2026,10
Maruti Suzuki,Ertiga,9,63000,Manual,second,Petrol,499000,7000,2026,11
Mercedes-Benz,Gls,4,59000,Automatic,second,Diesel,2422500,14750,2026,11
Kia,Seltos,5,61000,Automatic,first,Petrol,1049000,12200,2026,11
Maruti Suzuki,Swift,7,65000,Manual,first,Petrol,421000,9286,2026,11
Maruti Suzuki,Baleno,7,45000,Manual,first,Petrol,474000,6429,2026,11
Mahindra,Bolero Neo,2,45000,Manual,first,Diesel,990000,22500,2026,11
Audi,A4,13,86000,Automatic,second,Diesel,575000,6615,2026,11
Maruti Suzuki,Wagon R,4,168500,Manual,second,Petrol,524999,27750,2026,8
Chevrolet,Beat,7,70000,Manual,second,Petrol,180000,10000,2026,11
Mercedes-Benz,E-Class,10,73000,Automatic,second,Diesel,1230000,7300,2026,11
Ford,Ecosport,11,75000,Manual,first,Diesel,320000,6818,2026,11
Hyundai,I10,14,32308,Manual,first,Petrol,210000,2308,2026,11
Honda,City Zx,16,71500,Manual,second,Petrol,109000,4469,2026,11
Maruti Suzuki,Ciaz,9,72000,Automatic,first,Petrol,535111,8000,2026,11
Hyundai,Eon,12,94000,Manual,second,Petrol,150000,7833,2026,11
Kia,Seltos,3,54000,Manual,first,Petrol,1190000,18000,2026,11
Toyota,Innova Crysta,8,142500,Automatic,second,Diesel,1581000,17812,2026,11
Jeep,Compass,7,168500,Manual,first,Diesel,890000,27750,2026,11
Hyundai,Verna,12,95000,Manual,first,Diesel,225000,7917,2026,11
Tata,Harrier,4,116000,Automatic,first,Diesel,1375000,27750,2026,11
Hyundai,Grand I10,7,55000,Automatic,second,Petrol,395000,7857,2026,11
Maruti Suzuki,Swift-Dzire,6,65000,Manual,first,Diesel,700000,10833,2026,11
Ford,Fiesta,13,120000,Manual,second,Diesel,225000,9231,2026,11
Land Rover,Range Rover Evoque,13,120000,Automatic,second,Diesel,1575000,9231,2026,11
Maruti Suzuki,Celerio,10,62000,Automatic,second,Petrol,330000,6200,2026,11
Maruti Suzuki,Wagon-R-1-0,17,168500,Manual,second,Petrol,150000,11882,2026,11
Hyundai,I20,9,58000,Manual,first,Petrol,468000,6444,2026,11
Mahindra,Thar,3,10000,Automatic,second,Petrol,1345000,3333,2026,11
Maruti Suzuki,Baleno,8,63100,Automatic,second,Petrol,585000,7888,2026,11
Mahindra,Xuv500,8,85800,Automatic,second,Diesel,1175000,10725,2026,11
BMW,5 Series,8,47000,Automatic,second,Diesel,2422500,5875,2026,11
Volkswagen,Ventotest,6,74000,Automatic,second,Petrol,539999,12333,2026,11
Toyota,Innova Crysta,7,168500,Automatic,second,Diesel,1985000,24857,2026,11
Hyundai,Santa Fe,10,72000,Automatic,second,Diesel,715000,7200,2026,11
Honda,Amaze,8,7500,Manual,first,Petrol,439999,938,2026,11
Toyota,Fortuner,5,90000,Manual,first,Diesel,2422500,18000,2026,11
Renault,Triber,3,39000,Automatic,first,Petrol,650000,13000,2026,11
Mahindra,Thar,3,168500,Manual,first,Petrol,1290000,27750,2026,11
Kia,Seltos,5,103000,Automatic,first,Diesel,1225000,20600,2026,11
Mercedes-Benz,Gle Coupe,7,38700,Automatic,second,Petrol,2422500,5529,2026,11
Maruti Suzuki,S-Cross,6,168500,Manual,first,Diesel,799000,27750,2026,11
Mahindra,Bolero,9,119860,Manual,second,Diesel,760000,13318,2026,11
Tata,Indica Vista,11,64000,Manual,second,Diesel,135000,5818,2026,11
Volkswagen,Ventotest,9,96000,Automatic,first,Diesel,445000,10667,2026,11
Tata,Tiago,4,168500,Automatic,second,Petrol,495000,27750,2026,9
Maruti Suzuki,Wagon-R,8,34000,Automatic,first,Petrol,425000,4250,2026,11
Honda,City,7,59000,Automatic,first,Petrol,875000,8429,2026,11
Hyundai,I20 Active,9,80000,Manual,second,Petrol,374999,8889,2026,11
Hyundai,Venue N Line,1,9000,Automatic,first,Petrol,1290000,9000,2026,10
BMW,3 Series Gt,8,60000,Automatic,second,Diesel,2422500,7500,2026,11
MG,Hector,5,23000,Automatic,first,Petrol,1195000,4600,2026,11
Hyundai,Verna,13,60000,Automatic,second,Petrol,285000,4615,2026,11
Mercedes-Benz,Gls,5,79000,Automatic,second,Diesel,2422500,15800,2026,11
Maruti Suzuki,S-Cross1,6,140000,Manual,second,Diesel,650000,23333,2026,11
Hyundai,I20,11,59000,Manual,second,Petrol,259000,5364,2026,11
Isuzu,Mux,5,168500,Automatic,first,Diesel,1535000,27750,2026,11
Tata,Tiago,6,64000,Automatic,first,Petrol,490000,10667,2026,11
Hyundai,Creta,4,38000,Manual,first,Diesel,1130000,9500,2026,11
Hyundai,Grand I10,10,168500,Automatic,second,Petrol,465000,27750,2026,11
Hyundai,I10,13,69000,Manual,second,Petrol,210000,5308,2026,11
Hyundai,I20,4,43000,Manual,first,Petrol,675000,10750,2026,11
Renault,Kiger,3,12000,Automatic,first,Petrol,875000,4000,2026,11
Maruti Suzuki,Ciaz,7,58234,Manual,first,Diesel,619999,8319,2026,11
Hyundai,Alcazar,3,53000,Automatic,first,Diesel,1860000,17667,2026,11
Toyota,Fortuner,7,30000,Automatic,second,Diesel,2422500,4286,2026,11
Mercedes-Benz,C-Class,7,42000,Automatic,first,Petrol,2422500,6000,2026,11
BMW,7 Series,15,40000,Automatic,first,Petrol,1000000,2667,2026,11
Renault,Kwid,6,110000,Manual,second,Petrol,285000,18333,2026,11
Honda,Cr-V,17,168500,Automatic,first,Petrol,499000,26471,2026,11
Hyundai,I20,3,62000,Manual,first,Diesel,775000,20667,2026,11
Hyundai,Grand I10,10,55000,Manual,second,Petrol,315000,5500,2026,11
Volkswagen,Polo,9,65000,Manual,first,Petrol,375000,7222,2026,11
Hyundai,Elite I20,8,42000,Manual,first,Diesel,725000,5250,2026,11
Maruti Suzuki,Ertiga,12,100000,Manual,first,Diesel,535000,8333,2026,11
Maruti Suzuki,Ciaz,5,81000,Automatic,first,Petrol,690000,16200,2026,11
Maruti Suzuki,Maruti-Suzuki-Brezza,5,100000,Manual,second,Diesel,825000,20000,2026,11
Volkswagen,Taigun,3,20000,Automatic,first,Petrol,1620000,6667,2026,11
Hyundai,Creta,4,40000,Manual,first,Petrol,1165000,10000,2026,11
Hyundai,Creta,7,83000,Manual,first,Diesel,760000,11857,2026,11
Mahindra,Xuv500,7,118000,Automatic,second,Diesel,749000,16857,2026,10
Maruti Suzuki,Swift,7,69300,Manual,first,Petrol,530000,9900,2026,11
Kia,Sonet,2,13000,Manual,first,Diesel,1090000,6500,2026,11
MG,Astor,1,8900,Automatic,first,Petrol,1325000,8900,2026,11
Ford,Figo,13,140000,Manual,first,Diesel,119000,10769,2026,11
Toyota,Fortuner,7,130000,Automatic,first,Diesel,2422500,18571,2026,11
Audi,A3,8,99000,Automatic,second,Diesel,949000,12375,2026,11
Toyota,Corolla Altis,8,115000,Automatic,second,Petrol,725000,14375,2026,10
Tata,Tata-Punch,1,5800,Automatic,first,Petrol,839999,5800,2026,11
Land Rover,Discovery Sport,5,64256,Automatic,first,Diesel,2422500,12851,2026,11
Toyota,Camry,8,130000,Automatic,second,Petrol,1275000,16250,2026,11
Mahindra,Xuv 300,4,79000,Manual,second,Diesel,991000,19750,2026,8
Hyundai,Xcent,9,63300,Manual,second,Diesel,305000,7033,2026,11
Hyundai,I20,5,83300,Manual,first,Diesel,665000,16660,2026,11
Maruti Suzuki,Ritz,10,100000,Manual,second,Diesel,365000,10000,2026,11
Mahindra,Xuv500,7,76000,Automatic,second,Diesel,760000,10857,2026,11
Audi,Q7,10,45000,Automatic,second,Diesel,1200000,4500,2026,11
Maruti Suzuki,Wagon-R-1-0,6,32000,Automatic,second,Petrol,490000,5333,2026,9
Maruti Suzuki,Celerio,7,62000,Automatic,first,Petrol,370000,8857,2026,11
Mahindra,Xuv500,7,59000,Automatic,first,Diesel,1275000,8429,2026,11
Toyota,Innova Crysta,8,120000,Automatic,second,Diesel,1600000,15000,2026,10
Nissan,Magnite,1,15000,Manual,first,Petrol,650000,15000,2026,11
Maruti Suzuki,Swift-Dzire,5,25000,Automatic,first,Petrol,690000,5000,2026,10
Land Rover,Range Rover Sport,6,99000,Automatic,first,Diesel,2422500,16500,2026,10
Hyundai,Eon,6,168500,Manual,first,Petrol,280000,27750,2026,11
Kia,Seltos,5,78000,Automatic,first,Diesel,1245000,15600,2026,11
Maruti Suzuki,Swift,11,68554,Manual,second,Diesel,332000,6232,2026,10
Mercedes-Benz,C-Class,2,168500,Automatic,first,Diesel,2422500,27750,2026,11
Toyota,Innova Crysta,8,168500,Automatic,first,Diesel,1550000,27750,2026,11
Toyota,Innova,12,168500,Manual,second,Diesel,675000,27750,2026,11
Maruti Suzuki,Wagon-R-1-0,5,42500,Manual,second,Petrol,360000,8500,2026,11
Volkswagen,Polo,7,20000,Manual,first,Petrol,570000,2857,2026,11
Hyundai,Venue,5,41973,Automatic,second,Petrol,749991,8395,2026,10
Mahindra,Bolero,6,82000,Manual,first,Diesel,651000,13667,2026,11
Maruti Suzuki,Wagon-R,14,140849,Manual,first,Petrol,175000,10061,2026,10
Maruti Suzuki,Ertiga,10,141500,Manual,first,Diesel,665000,14150,2026,11
Mahindra,Xuv500,10,80879,Manual,second,Diesel,500000,8088,2026,11
Renault,Duster,11,104000,Manual,first,Diesel,290000,9455,2026,11
Hyundai,Venue,1,6000,Manual,first,Petrol,890000,6000,2026,11
BMW,5 Series,6,88000,Automatic,second,Diesel,2422500,14667,2026,6
Volkswagen,Passat,14,78000,Manual,second,Petrol,299999,5571,2026,11
Mercedes-Benz,C-Class,7,168500,Automatic,second,Petrol,2275000,27750,2026,11
Honda,City,11,115000,Manual,second,Petrol,450000,10455,2026,11
Hyundai,Grand I10,10,47000,Automatic,second,Petrol,455000,4700,2026,11
Maruti Suzuki,Celerio,5,45000,Automatic,second,Petrol,450000,9000,2026,11
Maruti Suzuki,Maruti-Suzuki-Brezza,7,116000,Manual,first,Diesel,750000,16571,2026,10
Toyota,Innova Crysta,6,85000,Manual,second,Diesel,1420000,14167,2026,11
Hyundai,Fluidic Verna,6,76000,Automatic,first,Diesel,875000,12667,2026,11
BMW,5 Series,5,38000,Automatic,first,Diesel,2422500,7600,2026,11
Hyundai,Sonata,10,78000,Automatic,second,Petrol,475000,7800,2026,11
Maruti Suzuki,Ertiga,5,92000,Manual,first,Diesel,1071000,18400,2026,11
Honda,City,11,43000,Manual,first,Petrol,275000,3909,2026,11
Maruti Suzuki,Celerio X,6,168500,Automatic,second,Petrol,400000,27750,2026,11
Porsche,Cayenne Coupe,3,19000,Automatic,second,Petrol,2422500,6333,2026,11
Honda,Amaze,9,66000,Manual,second,Diesel,340000,7333,2026,11
Isuzu,D-Max V-Cross,6,95000,Manual,first,Diesel,1275000,15833,2026,11
BMW,X1,6,81000,Automatic,second,Diesel,1875000,13500,2026,11
Toyota,Fortuner,9,85000,Automatic,first,Diesel,1490000,9444,2026,11
Volkswagen,Virtus,1,168500,Automatic,first,Petrol,1800000,27750,2026,11
Mahindra,Bolero,2,13500,Manual,first,Diesel,865000,6750,2026,11
Mahindra,Alturas G4,2,25000,Automatic,first,Diesel,2422500,12500,2026,11
Hyundai,Creta,9,140000,Automatic,first,Diesel,845000,15556,2026,11
Kia,Carens,2,11000,Manual,first,Petrol,1125000,5500,2026,11
Kia,Seltos,3,26000,Automatic,second,Petrol,1275000,8667,2026,11
Mahindra,Xylo,6,69863,Manual,first,Diesel,685000,11644,2026,9
Hyundai,Elite I20,10,39000,Manual,first,Petrol,479999,3900,2026,11
