Brand,model,Age,kmDriven,Transmission,Owner,FuelType,AskPrice,km_per_year,post_year,post_month
Maruti Suzuki,Wagon-R,13,84750,Manual,second,Hybrid/CNG,165000,6519,2026,11
Hyundai,Grand I10 Nios,3,8000,Automatic,second,Petrol,675000,2667,2026,11
Renault,Kwid,5,160000,Automatic,first,Petrol,420000,27750,2026,11
Maruti Suzuki,Baleno,7,60000,Manual,second,Petrol,500000,8571,2026,11
Toyota,Etios,9,81000,Manual,first,Diesel,459000,9000,2026,11
Honda,Wrv,5,38000,Manual,first,Petrol,640000,7600,2026,11
Mercedes-Benz,B Class,10,41000,Automatic,second,Petrol,1040000,4100,2026,11
Mercedes-Benz,Cla,6,63000,Automatic,second,Diesel,1800000,10500,2026,11
Mahindra,Xuv500,6,51000,Automatic,first,Diesel,1035000,8500,2026,11
Maruti Suzuki,Swift-Dzire,6,68000,Manual,first,Diesel,430000,11333,2026,11
Nissan,Sunny,12,108000,Manual,second,Diesel,300000,9000,2026,11
Volvo,Xc60,4,55000,Automatic,first,Diesel,2422500,13750,2026,10
Hyundai,I20,11,68000,Manual,first,Hybrid/CNG,298000,6182,2026,11
Maruti Suzuki,Ertiga,5,68000,Manual,first,Hybrid/CNG,967000,13600,2026,11
Honda,City,8,168500,Automatic,second,Petrol,675000,27750,2026,11
Mini,Cooper 3 Door,9,168500,Automatic,first,Diesel,2000000,27750,2026,11
Toyota,Corolla Altis,15,92000,Automatic,second,Hybrid/CNG,370000,6133,2026,11
Mercedes-Benz,C-Class,7,168500,Automatic,first,Diesel,2399000,27750,2026,11
Hyundai,Eon,10,52000,Manual,first,Petrol,245000,5200,2026,10
Maruti Suzuki,Swift-Dzire,6,75000,Manual,second,Diesel,550000,12500,2026,11
Maruti Suzuki,Swift-Dzire,1,97000,Automatic,first,Hybrid/CNG,740000,27750,2026,11
Tata,Altroz,1,29000,Manual,first,Hybrid/CNG,875000,27750,2026,11
Maruti Suzuki,Eeco,3,52000,Automatic,first,Hybrid/CNG,500000,17333,2026,10
BMW,5 Series,12,75000,Automatic,second,Diesel,1525000,6250,2026,11
Maruti Suzuki,Swift,5,7000,Automatic,second,Petrol,650000,1400,2026,11
Maruti Suzuki,Ertiga,9,48000,Manual,first,Hybrid/CNG,741000,5333,2026,11
Maruti Suzuki,Sx4,14,87000,Manual,second,Hybrid/CNG,150000,6214,2026,11
Toyota,Innova,12,168500,Manual,second,Diesel,699999,27750,2026,11
Maruti Suzuki,Ritz,8,103000,Manual,second,Petrol,350000,12875,2026,11
Maruti Suzuki,Alto,17,75000,Manual,second,Hybrid/CNG,75000,4412,2026,11
Maruti Suzuki,Swift,8,168500,Manual,first,Diesel,550000,27750,2026,11
Maruti Suzuki,Ertiga,1,21000,Automatic,first,Hybrid/CNG,1260000,21000,2026,11
Honda,City,15,85000,Automatic,second,Hybrid/CNG,351000,5667,2026,11
Maruti Suzuki,S-Cross,7,82000,Manual,first,Diesel,720000,11714,2026,11
Nissan,Micra,11,50000,Manual,second,Petrol,245000,4545,2026,9
Mercedes-Benz,M-Class,10,157000,Automatic,second,Diesel,1275000,15700,2026,11
Volkswagen,Ventotest,11,113000,Automatic,second,Hybrid/CNG,350000,10273,2026,11
Toyota,Camry,9,160,Automatic,second,Hybrid/CNG,999999,18,2026,11
Toyota,Innova,17,168500,Manual,first,Diesel,649999,27750,2026,11
Audi,A6,10,16500,Automatic,first,Diesel,1590000,1650,2026,11
Mahindra,Thar,2,52000,Manual,first,Diesel,1375000,26000,2026,10
Hyundai,Elantra,10,102000,Automatic,second,Petrol,575000,10200,2026,11
Mini,5 Door,9,36338,Automatic,first,Diesel,2422500,4038,2026,11
Fiat,Linea,12,65000,Manual,second,Diesel,199000,5417,2026,11
Maruti Suzuki,Wagon-R,9,123000,Manual,second,Petrol,350000,13667,2026,11
Audi,A4,10,168500,Automatic,first,Diesel,750000,27750,2026,11
Hyundai,Creta,5,168500,Automatic,first,Diesel,1075000,27750,2026,11
Ford,Ecosport,7,99000,Manual,first,Diesel,790000,14143,2026,11
Mahindra,Bolero,7,82000,Manual,first,Diesel,680000,11714,2026,10
Hyundai,Venue,4,23000,Manual,first,Petrol,599000,5750,2026,11
Honda,Wrv,4,168500,Manual,first,Diesel,49000,27750,2026,11
Audi,A4,11,78649,Automatic,second,Diesel,975000,7150,2026,11
Maruti Suzuki,Eeco,0,25000,Automatic,first,Hybrid/CNG,850000,25000,2026,11
Toyota,Corolla Altis,9,168500,Manual,second,Hybrid/CNG,575000,27750,2026,11
Mercedes-Benz,Cla,6,85000,Automatic,first,Diesel,2150000,14167,2026,11
Maruti Suzuki,Baleno,4,37800,Manual,first,Petrol,615000,9450,2026,11
Mercedes-Benz,G-Class,7,168500,Automatic,second,Petrol,2422500,27750,2026,11
Tata,Tiago,4,58000,Automatic,first,Hybrid/CNG,475000,14500,2026,11
Hyundai,Grand I10,9,54000,Automatic,first,Hybrid/CNG,429000,6000,2026,11
Toyota,Innova,15,98000,Manual,second,Diesel,615000,6533,2026,11
Maruti Suzuki,Ciaz,6,72386,Automatic,first,Hybrid/CNG,690000,12064,2026,8
Mahindra,Xuv500,12,142000,Manual,second,Diesel,700000,11833,2026,11
BMW,3 Series Gt,9,61000,Automatic,second,Diesel,1500000,6778,2026,11
Toyota,Camry,8,130000,Automatic,second,Hybrid/CNG,1275000,16250,2026,11
Mercedes-Benz,M-Class,10,168500,Automatic,first,Diesel,1400000,27750,2026,11
Mahindra,Scorpio N,0,0,Manual,first,Diesel,1424700,0,2026,11
Honda,Wrv,7,88000,Manual,second,Diesel,525000,12571,2026,11
Mahindra,Thar,2,60000,Automatic,first,Diesel,1373000,27750,2026,11
Maruti Suzuki,Wagon-R,13,65000,Manual,first,Hybrid/CNG,250000,5000,2026,11
Maruti Suzuki,Ertiga,3,53000,Automatic,second,Hybrid/CNG,950000,17667,2026,11
Hyundai,Verna,5,47500,Automatic,second,Hybrid/CNG,785000,9500,2026,11
Hyundai,Aura,3,43000,Automatic,first,Hybrid/CNG,599000,14333,2026,11
Hyundai,Creta,7,63441,Automatic,first,Petrol,950000,9063,2026,11
Honda,City,5,55000,Manual,first,Hybrid/CNG,825000,11000,2026,11
Honda,City,10,93000,Automatic,first,Hybrid/CNG,785000,9300,2026,10
Hyundai,Grand I10,7,66000,Automatic,first,Petrol,520000,9429,2026,10
Hyundai,I20,5,78000,Automatic,first,Hybrid/CNG,540000,15600,2026,11
Nissan,Magnite,2,30000,Automatic,second,Petrol,750000,15000,2026,11
Honda,Amaze,9,48000,Manual,second,Petrol,425000,5333,2026,11
Maruti Suzuki,Maruti-Suzuki-Dzire,3,50000,Manual,first,Hybrid/CNG,580000,16667,2026,11
Hyundai,I20,14,64000,Manual,second,Petrol,199000,4571,2026,11
Hyundai,Verna,10,80000,Manual,first,Diesel,650000,8000,2026,11
Maruti Suzuki,Ertiga,5,71000,Manual,second,Diesel,990000,14200,2026,11
Hyundai,Xcent Prime,6,105000,Automatic,second,Hybrid/CNG,325000,17500,2026,11
Mercedes-Benz,Gls,7,66000,Automatic,second,Diesel,2422500,9429,2026,11
Mahindra,Xuv500,13,168500,Manual,second,Diesel,690000,27750,2026,11
Hyundai,Grand I10,6,50000,Manual,second,Petrol,435000,8333,2026,10
Volvo,S60,7,85000,Automatic,second,Diesel,1651000,12143,2026,11
Maruti Suzuki,Swift,9,39000,Manual,first,Petrol,445000,4333,2026,11
Kia,Seltos,4,45759,Automatic,first,Petrol,1346000,11440,2026,11
Hyundai,Eon,11,168500,Manual,second,Petrol,195000,27750,2026,11
Maruti Suzuki,Ertiga,11,120000,Manual,second,Hybrid/CNG,350000,10909,2026,11
Maruti Suzuki,Wagon-R,10,95000,Manual,second,Hybrid/CNG,299999,9500,2026,11
Nissan,Micra Active,11,98530,Manual,first,Petrol,245000,8957,2026,11
Land Rover,Range Rover Sport,5,168500,Automatic,second,Diesel,2422500,27750,2026,11
Honda,City,7,75000,Automatic,second,Petrol,765000,10714,2026,11
Tata,Altroz,2,12000,Manual,first,Petrol,660000,6000,2026,11
Toyota,Corolla Altis,13,168500,Automatic,second,Hybrid/CNG,425000,27750,2026,11
Maruti Suzuki,Wagon-R,6,114000,Manual,second,Hybrid/CNG,290000,19000,2026,11
Maruti Suzuki,Omni,17,75000,Automatic,first,Hybrid/CNG,87000,4412,2026,11
Toyota,Fortuner,13,89000,Manual,second,Diesel,1050000,6846,2026,11
Volkswagen,Ameo,7,51000,Manual,second,Petrol,340000,7286,2026,11
Nissan,Micra,7,75000,Automatic,second,Hybrid/CNG,290000,10714,2026,11
Maruti Suzuki,Swift,9,168500,Manual,first,Hybrid/CNG,460000,27750,2026,8
Skoda,Rapid,9,77000,Automatic,second,Diesel,395000,8556,2026,11
Maruti Suzuki,Wagon-R,8,75000,Manual,first,Hybrid/CNG,315000,9375,2026,11
Renault,Triber,3,36250,Manual,first,Petrol,575000,12083,2026,11
Hyundai,I10,14,105000,Manual,second,Petrol,130000,7500,2026,11
Maruti Suzuki,Swift-Dzire,7,124000,Manual,second,Diesel,515000,17714,2026,11
Maruti Suzuki,Alto,7,164963,Automatic,first,Hybrid/CNG,750000,23566,2026,11
Mahindra,Thar,2,40000,Manual,first,Diesel,1420000,20000,2026,11
Toyota,Etios Liva,8,110000,Manual,second,Petrol,430000,13750,2026,11
Hyundai,Xcent Prime,6,66200,Manual,second,Hybrid/CNG,320000,11033,2026,11
Maruti Suzuki,Wagon-R,7,53000,Automatic,first,Hybrid/CNG,465000,7571,2026,11
Nissan,Sunny,11,168500,Manual,first,Diesel,320000,27750,2026,11
Renault,Triber,4,168500,Automatic,first,Petrol,624999,27750,2026,11
Maruti Suzuki,Ertiga,2,54000,Manual,first,Hybrid/CNG,1125000,27000,2026,11
Maruti Suzuki,Swift-Dzire,10,69000,Manual,second,Diesel,410000,6900,2026,11
Hyundai,Santro Xing,10,81000,Manual,second,Hybrid/CNG,190000,8100,2026,11
Maruti Suzuki,800,15,71000,Manual,second,Petrol,145000,4733,2026,11
Hyundai,Accent,13,149000,Automatic,second,Hybrid/CNG,110000,11462,2026,11
Renault,Kwid,4,65000,Manual,first,Petrol,305000,16250,2026,10
Hyundai,New I20,14,55000,Automatic,second,Hybrid/CNG,220000,3929,2026,11
Maruti Suzuki,Ertiga,9,125000,Automatic,second,Hybrid/CNG,600000,13889,2026,11
Mahindra,Kuv 100,8,76000,Manual,first,Diesel,325000,9500,2026,11
Maruti Suzuki,A-Star,13,57327,Automatic,second,Hybrid/CNG,135000,4410,2026,11
Hyundai,New Santro,5,41000,Manual,first,Petrol,425000,8200,2026,8
Porsche,Cayman,10,7000,Automatic,first,Petrol,2422500,700,2026,11
Audi,Q3,9,50000,Automatic,second,Diesel,1575000,5556,2026,11
Maruti Suzuki,Ignis,3,31000,Manual,first,Petrol,520000,10333,2026,11
BMW,X1,11,90000,Automatic,second,Diesel,899000,8182,2026,11
Hyundai,I10,13,168500,Manual,first,Petrol,345000,26768,2026,11
Hyundai,Grand I10,8,65000,Manual,first,Petrol,400000,8125,2026,11
Maruti Suzuki,Ignis,6,105000,Automatic,second,Hybrid/CNG,380000,17500,2026,11
Kia,Seltos,2,27300,Automatic,second,Petrol,1295000,13650,2026,11
Maruti Suzuki,Ertiga,7,70000,Automatic,first,Petrol,795000,10000,2026,11
Maruti Suzuki,Wagon-R-1-0,8,29750,Manual,second,Hybrid/CNG,335000,3719,2026,11
BMW,X1,5,49000,Automatic,first,Diesel,2422500,9800,2026,11
Mercedes-Benz,S-Class,9,168500,Automatic,second,Petrol,2422500,27750,2026,11
Maruti Suzuki,Swift-Dzire,9,100000,Automatic,second,Hybrid/CNG,300000,11111,2026,11
Volkswagen,Polo,8,149000,Manual,second,Diesel,675000,18625,2026,11
Hyundai,Grand I10,10,82310,Manual,second,Petrol,360000,8231,2026,11
Nissan,Micra,14,168500,Manual,first,Hybrid/CNG,275000,27750,2026,11
Maruti Suzuki,Eeco,5,168500,Manual,second,Hybrid/CNG,290000,27750,2026,11
Hyundai,Creta,8,68000,Automatic,second,Diesel,1050000,8500,2026,11
BMW,5 Series,8,47000,Automatic,second,Diesel,2422500,5875,2026,11
Toyota,Corolla Altis,11,120000,Automatic,second,Hybrid/CNG,450000,10909,2026,11
Toyota,Etios,9,168500,Manual,second,Diesel,450000,22444,2026,11
Toyota,Corolla,18,78374,Manual,second,Hybrid/CNG,145000,4354,2026,10
Maruti Suzuki,Swift-Dzire,6,128000,Automatic,first,Diesel,670000,21333,2026,11
Maruti Suzuki,Alto-800,8,80000,Manual,second,Hybrid/CNG,250000,10000,2026,11
Honda,Brio,11,46000,Automatic,second,Petrol,299000,4182,2026,11
BMW,X3,4,76500,Automatic,first,Diesel,2422500,19125,2026,11
Toyota,Corolla Altis,10,89000,Manual,first,Diesel,585000,8900,2026,11
Ford,Ecosport,8,81000,Manual,second,Diesel,500000,10125,2026,11
Toyota,Innova,11,168500,Manual,second,Diesel,1075000,16414,2026,11
Renault,Kwid,7,61500,Manual,second,Petrol,320000,8786,2026,11
Maruti Suzuki,Wagon R,13,88000,Manual,second,Hybrid/CNG,175000,6769,2026,11
Mercedes-Benz,Cls-Class,9,82000,Automatic,second,Diesel,2422500,9111,2026,11
Maruti Suzuki,S-Presso,5,59000,Automatic,first,Petrol,475000,11800,2026,11
Maruti Suzuki,Ertiga,8,41000,Manual,second,Petrol,750000,5125,2026,11
Maruti Suzuki,A-Star,0,168500,Manual,second,Hybrid/CNG,65000,27750,2026,11
Nissan,Sunny,10,98400,Manual,second,Diesel,345000,9840,2026,11
Maruti Suzuki,Ciaz,2,26000,Automatic,second,Petrol,1000000,13000,2026,11
Volkswagen,Polo,13,65000,Manual,second,Diesel,240000,5000,2026,11
Hyundai,New I20,10,49000,Manual,second,Hybrid/CNG,450000,4900,2026,11
Tata,Indigo Ecs,8,15,Automatic,first,Hybrid/CNG,150000,2,2026,11
Volvo,S90,2,20591,Automatic,first,Hybrid/CNG,2422500,10296,2026,11
Maruti Suzuki,Maruti-Suzuki-Dzire,6,104000,Automatic,first,Diesel,695000,17333,2026,10
Mahindra,Xuv500,6,65000,Manual,first,Diesel,970000,10833,2026,10
Honda,City,15,80000,Automatic,second,Hybrid/CNG,275000,5333,2026,11
Skoda,Rapid,6,54000,Automatic,first,Diesel,945000,9000,2026,11
Hyundai,I20,9,38000,Manual,first,Petrol,500000,4222,2026,11
Toyota,Corolla Altis,11,106000,Automatic,second,Hybrid/CNG,450000,9636,2026,11
Hyundai,New Santro,5,123000,Automatic,first,Hybrid/CNG,310000,24600,2026,11
Kia,Carnival,2,30000,Automatic,first,Diesel,2422500,15000,2026,11
Toyota,Innova,9,160000,Manual,second,Diesel,1250000,17778,2026,11
Kia,Sonet,3,65000,Automatic,first,Diesel,975000,21667,2026,11
Maruti Suzuki,Ertiga,1,9990,Automatic,first,Hybrid/CNG,1100000,9990,2026,11
Maruti Suzuki,Swift-Dzire,13,76000,Manual,first,Hybrid/CNG,200000,5846,2026,11
Maruti Suzuki,Baleno,5,61000,Automatic,first,Petrol,645000,12200,2026,11
Toyota,Fortuner,1,7900,Automatic,first,Diesel,2422500,7900,2026,11
Maruti Suzuki,Ertiga,7,50000,Manual,second,Hybrid/CNG,796000,7143,2026,11
Mercedes-Benz,Gla,5,30000,Automatic,second,Diesel,2422500,6000,2026,11
Audi,A3,8,99000,Automatic,second,Diesel,949000,12375,2026,11
Maruti Suzuki,Wagon-R,4,65874,Manual,second,Hybrid/CNG,490000,16468,2026,11
Mercedes-Benz,Gls,6,54855,Automatic,first,Diesel,2422500,9142,2026,11
Maruti Suzuki,S-Presso,2,168500,Automatic,first,Hybrid/CNG,170000,27750,2026,11
Jaguar,F-Pace,6,35000,Automatic,first,Diesel,2422500,5833,2026,11
Maruti Suzuki,Baleno,6,72000,Manual,first,Hybrid/CNG,525000,12000,2026,11
Mercedes-Benz,E-Class,12,118000,Automatic,second,Diesel,785000,9833,2026,11
Maruti Suzuki,Brezza,4,95000,Automatic,first,Petrol,751000,23750,2026,11
Toyota,Corolla Altis,16,92000,Automatic,second,Hybrid/CNG,270000,5750,2026,11
Maruti Suzuki,Wagon-R,12,110000,Automatic,second,Hybrid/CNG,105000,9167,2026,11
Maruti Suzuki,Wagon-R-1-0,4,48963,Manual,first,Hybrid/CNG,470000,12241,2026,11
Volkswagen,Crosspolo,10,104600,Manual,second,Diesel,475000,10460,2026,11
Hyundai,I10,14,80000,Automatic,second,Hybrid/CNG,230000,5714,2026,11
Maruti Suzuki,Vitara-Brezza,5,65000,Manual,first,Diesel,399999,13000,2026,11
Maruti Suzuki,Vitara Brezza,7,168500,Automatic,second,Diesel,799000,27750,2026,11
Skoda,Rapid,7,168500,Manual,first,Diesel,550000,27750,2026,11
Volvo,S60,9,168500,Automatic,first,Diesel,1050000,27750,2026,11
Honda,Amaze,9,102000,Automatic,first,Hybrid/CNG,400000,11333,2026,11
Maruti Suzuki,Eeco,7,142000,Automatic,second,Hybrid/CNG,340000,20286,2026,11
Hyundai,Elantra,7,84000,Automatic,second,Hybrid/CNG,935000,12000,2026,11
Honda,Civic,11,78000,Automatic,second,Hybrid/CNG,425000,7091,2026,11
Maruti Suzuki,Ertiga,9,56560,Manual,first,Diesel,300000,6284,2026,11
Honda,Civic,16,98000,Automatic,second,Petrol,350000,6125,2026,11
Ford,Aspire,6,32000,Manual,first,Petrol,500000,5333,2026,11
Honda,Amaze,5,30500,Automatic,second,Petrol,642000,6100,2026,11
Hyundai,Creta,1,83940,Manual,first,Petrol,1437000,27750,2026,7
Tata,Safari,14,60565,Manual,second,Diesel,280000,4326,2026,11
Maruti Suzuki,Celerio,5,68000,Manual,second,Hybrid/CNG,410000,13600,2026,10
Audi,Q7,8,69000,Automatic,second,Diesel,2422500,8625,2026,11
Hyundai,Aura,3,68000,Manual,first,Hybrid/CNG,695000,22667,2026,11
Hyundai,Grand I10,5,49000,Manual,second,Hybrid/CNG,535000,9800,2026,11
Audi,Q3,9,73000,Automatic,first,Diesel,999000,8111,2026,11
Toyota,Innova,10,125000,Manual,second,Diesel,750000,12500,2026,11
Maruti Suzuki,Eeco,14,123300,Automatic,second,Hybrid/CNG,180000,8807,2026,11
Maruti Suzuki,Swift,6,79000,Manual,first,Diesel,670000,13167,2026,11
Maruti Suzuki,Swift,12,89000,Manual,first,Diesel,243000,7417,2026,11
Maruti Suzuki,Celerio,5,78000,Manual,first,Hybrid/CNG,425000,15600,2026,11
Hyundai,Grand I10,10,62000,Manual,second,Petrol,395000,6200,2026,11
Mahindra,Thar,1,49000,Manual,first,Diesel,1575000,27750,2026,11
Renault,Kwid,4,68000,Automatic,first,Hybrid/CNG,325000,17000,2026,11
Honda,Wrv,7,84000,Manual,second,Petrol,550000,12000,2026,11
Maruti Suzuki,Celerio,10,168500,Automatic,second,Hybrid/CNG,300000,18000,2026,11
Volvo,Xc40,5,76000,Automatic,first,Diesel,2422500,15200,2026,11
Mercedes-Benz,Gle Class,7,150000,Automatic,first,Diesel,2422500,21429,2026,9
Hyundai,Grand I10,8,82000,Manual,second,Petrol,300000,10250,2026,11
BMW,3 Series,12,85000,Automatic,first,Diesel,800000,7083,2026,9
Mercedes-Benz,Amg A35,1,10000,Automatic,first,Petrol,2422500,10000,2026,11
BMW,X1,5,49000,Automatic,first,Diesel,2422500,9800,2026,11
BMW,X1,6,43000,Automatic,first,Diesel,2300000,7167,2026,11
Maruti Suzuki,Ertiga,12,105000,Manual,second,Hybrid/CNG,450000,8750,2026,11
Lexus,Lx,6,27000,Automatic,second,Diesel,2422500,4500,2026,11
Mahindra,Scorpio,16,168500,Manual,first,Diesel,390001,12690,2026,11
Maruti Suzuki,Baleno,7,50000,Manual,second,Hybrid/CNG,500000,7143,2026,11
Hyundai,Xcent,8,135000,Manual,first,Diesel,295000,16875,2026,10
Maruti Suzuki,Swift-Dzire,2,69000,Manual,first,Petrol,665000,27750,2026,11
Volkswagen,Ventotest,11,62000,Automatic,second,Petrol,325000,5636,2026,11
Chevrolet,Optra Magnum,13,70000,Manual,second,Hybrid/CNG,199000,5385,2026,11
Toyota,Corolla Altis,10,110000,Automatic,first,Hybrid/CNG,610000,11000,2026,11
Ford,Ecosport,9,68530,Manual,second,Diesel,325000,7614,2026,9
Mahindra,Thar,3,10000,Automatic,second,Petrol,1345000,3333,2026,11
Mercedes-Benz,E-Class,4,42349,Automatic,second,Diesel,2422500,10587,2026,10
Maruti Suzuki,Wagon-R-1-0,7,62000,Automatic,second,Hybrid/CNG,340000,8857,2026,11
Maruti Suzuki,Baleno,7,35866,Automatic,first,Hybrid/CNG,499536,5124,2026,10
Renault,Fluence,9,78000,Manual,first,Diesel,450000,8667,2026,11
Maruti Suzuki,Baleno,0,16500,Automatic,first,Hybrid/CNG,900000,16500,2026,11
Maruti Suzuki,Celerio,9,65000,Automatic,second,Petrol,399000,7222,2026,11
Volvo,S60 Cross Country,6,43000,Automatic,first,Diesel,1890000,7167,2026,11
Maruti Suzuki,Swift-Dzire,13,80000,Manual,second,Diesel,190000,6154,2026,11
Hyundai,Alcazar,1,28000,Automatic,second,Diesel,1925000,27750,2026,11
Honda,Amaze,5,60000,Manual,second,Hybrid/CNG,535000,12000,2026,11
Skoda,Rapid,9,71000,Manual,first,Diesel,399000,7889,2026,6
Maruti Suzuki,Ertiga,2,46000,Automatic,first,Hybrid/CNG,1175000,23000,2026,10
Maruti Suzuki,Ertiga,5,150000,Automatic,second,Hybrid/CNG,650000,27750,2026,11
Hyundai,Grand I10,7,100500,Manual,second,Diesel,345000,14357,2026,11
Maruti Suzuki,Ertiga,2,52000,Manual,first,Petrol,1175000,26000,2026,11
Hyundai,I10,7,57452,Manual,first,Petrol,490000,8207,2026,11
Hyundai,Elantra,7,37000,Automatic,first,Petrol,1240000,5286,2026,11
Tata,Nexon,3,24000,Automatic,first,Petrol,925000,8000,2026,11
Maruti Suzuki,Wagon-R,11,126800,Manual,second,Petrol,360000,11527,2026,10
Mahindra,Xuv500,8,81000,Manual,second,Diesel,699000,10125,2026,11
Tata,Indica Vista,15,120000,Manual,second,Diesel,130000,8000,2026,11
Maruti Suzuki,Alto-800,11,75000,Manual,first,Hybrid/CNG,235000,6818,2026,11
Hyundai,I10,13,75000,Manual,second,Petrol,245000,5769,2026,11
Tata,Safari,14,160000,Manual,second,Diesel,280000,11429,2026,11
Honda,Crv,13,90000,Automatic,second,Petrol,399999,6923,2026,11
Maruti Suzuki,Grand Vitara,0,2000,Manual,first,Hybrid/CNG,1450000,2000,2026,11
Maruti Suzuki,Eeco,3,168500,Automatic,first,Hybrid/CNG,370000,27750,2026,11
Maruti Suzuki,Swift Dzire,10,168500,Manual,first,Diesel,574000,25300,2026,11
Toyota,Innova Crysta,3,168500,Automatic,first,Diesel,2422500,27750,2026,11
Honda,City,13,75875,Automatic,second,Petrol,295000,5837,2026,11
Toyota,Corolla Altis,15,120000,Manual,second,Hybrid/CNG,210000,8000,2026,11
Hyundai,Grand I10 Nios,3,62457,Manual,first,Hybrid/CNG,565000,20819,2026,10
Honda,Wrv,4,168500,Manual,first,Diesel,49000,27750,2026,11
BMW,M340I,2,500,Automatic,first,Petrol,2422500,250,2026,11
Maruti Suzuki,Swift,18,100000,Manual,second,Petrol,210000,5556,2026,11
Ford,Figo,11,99000,Manual,first,Diesel,180000,9000,2026,11
Maruti Suzuki,Celerio,6,58000,Automatic,second,Petrol,530000,9667,2026,10
Hyundai,Creta,8,74000,Automatic,second,Hybrid/CNG,850000,9250,2026,11
Maruti Suzuki,Wagon-R,9,51000,Manual,first,Petrol,240000,5667,2026,11
Maruti Suzuki,Swift,12,62816,Automatic,first,Petrol,435000,5235,2026,11
Mahindra,Thar,1,40000,Manual,first,Diesel,1380000,27750,2026,9
Maruti Suzuki,Celerio,7,49000,Manual,second,Petrol,360000,7000,2026,11
Maruti Suzuki,Maruti-Suzuki-Dzire,6,34200,Automatic,first,Hybrid/CNG,590000,5700,2026,11
Maruti Suzuki,Celerio,10,72000,Automatic,first,Petrol,345000,7200,2026,11
Maruti Suzuki,Swift-Dzire,6,58000,Automatic,first,Hybrid/CNG,555000,9667,2026,11
Maruti Suzuki,Swift-Dzire,0,37500,Automatic,first,Hybrid/CNG,300000,27750,2026,10
Maruti Suzuki,Swift-Dzire,10,83000,Manual,first,Hybrid/CNG,470000,8300,2026,11
Maruti Suzuki,Swift,15,168500,Manual,second,Hybrid/CNG,115000,11667,2026,11
Mercedes-Benz,E-Class,4,40000,Automatic,first,Petrol,2422500,10000,2026,11
Maruti Suzuki,Celerio,8,110000,Automatic,second,Hybrid/CNG,299000,13750,2026,11
Hyundai,Xcent,7,45000,Manual,first,Petrol,395000,6429,2026,11
Mahindra,Xuv500,7,168500,Automatic,second,Diesel,1260000,27750,2026,11
Nissan,Micra,13,95000,Manual,second,Petrol,265000,7308,2026,11
Jeep,Compass,6,80000,Manual,second,Diesel,750000,13333,2026,11
Maruti Suzuki,Wagon-R,12,77000,Manual,second,Hybrid/CNG,265000,6417,2026,11
Tata,Tiago,2,37000,Manual,first,Hybrid/CNG,650000,18500,2026,11
Hyundai,Xcent,10,62500,Manual,first,Petrol,284999,6250,2026,11
Toyota,Innova Crysta,4,40000,Automatic,first,Diesel,1750000,10000,2026,11
Maruti Suzuki,Swift,4,65000,Manual,first,Hybrid/CNG,525000,16250,2026,11
Maruti Suzuki,Swift-Dzire,2,25000,Automatic,first,Hybrid/CNG,825000,12500,2026,11
